"subject" "activity" "variable" "mean(value)"
5 "WALKING_DOWNSTAIRS" "tbodyacc-std()-z" -0.646443640175497
5 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-x" 0.0841019899622517
5 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-y" 0.0017656830384106
5 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-z" -0.0029537113427351
5 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-x" -0.575890535679801
5 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-y" -0.506544358609603
5 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-z" -0.78456199486755
5 "WALKING_DOWNSTAIRS" "tbodyaccjerkmag-mean()" -0.589313870006622
5 "WALKING_DOWNSTAIRS" "tbodyaccjerkmag-std()" -0.589031268133113
5 "WALKING_DOWNSTAIRS" "tbodyaccmag-mean()" -0.460866415568709
5 "WALKING_DOWNSTAIRS" "tbodyaccmag-std()" -0.52162345171192
5 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-x" -0.0294516873643046
5 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-y" -0.0774316445596026
5 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-z" 0.0866267116745033
5 "WALKING_DOWNSTAIRS" "tbodygyro-std()-x" -0.709955676983444
5 "WALKING_DOWNSTAIRS" "tbodygyro-std()-y" -0.705638306688742
5 "WALKING_DOWNSTAIRS" "tbodygyro-std()-z" -0.606589817380795
5 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-x" -0.103522877147351
5 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-y" -0.0490624519374172
5 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-z" -0.0506258160122517
5 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-x" -0.662581310334437
5 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-y" -0.774114270364238
5 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-z" -0.564680771249007
5 "WALKING_DOWNSTAIRS" "tbodygyrojerkmag-mean()" -0.707383517582782
5 "WALKING_DOWNSTAIRS" "tbodygyrojerkmag-std()" -0.734187493344371
5 "WALKING_DOWNSTAIRS" "tbodygyromag-mean()" -0.602770284825828
5 "WALKING_DOWNSTAIRS" "tbodygyromag-std()" -0.664078383532781
5 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-x" 0.698153719072848
5 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-y" 0.112313109736755
5 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-z" 0.0921607197449904
5 "WALKING_DOWNSTAIRS" "tgravityacc-std()-x" -0.964629108807947
5 "WALKING_DOWNSTAIRS" "tgravityacc-std()-y" -0.939973777950331
5 "WALKING_DOWNSTAIRS" "tgravityacc-std()-z" -0.94207867884106
5 "WALKING_DOWNSTAIRS" "tgravityaccmag-mean()" -0.460866415568709
5 "WALKING_DOWNSTAIRS" "tgravityaccmag-std()" -0.52162345171192
6 "WALKING_DOWNSTAIRS" "fbodyacc-mean()-x" -0.506174926221538
6 "WALKING_DOWNSTAIRS" "fbodyacc-mean()-y" -0.392041410138769
6 "WALKING_DOWNSTAIRS" "fbodyacc-mean()-z" -0.683725945015385
6 "WALKING_DOWNSTAIRS" "fbodyacc-std()-x" -0.506680276530492
6 "WALKING_DOWNSTAIRS" "fbodyacc-std()-y" -0.396677793847908
6 "WALKING_DOWNSTAIRS" "fbodyacc-std()-z" -0.694365207233846
6 "WALKING_DOWNSTAIRS" "fbodyaccjerk-mean()-x" -0.549394273848923
6 "WALKING_DOWNSTAIRS" "fbodyaccjerk-mean()-y" -0.503558973703692
6 "WALKING_DOWNSTAIRS" "fbodyaccjerk-mean()-z" -0.720867157741538
6 "WALKING_DOWNSTAIRS" "fbodyaccjerk-std()-x" -0.555346159400332
6 "WALKING_DOWNSTAIRS" "fbodyaccjerk-std()-y" -0.437837459287385
6 "WALKING_DOWNSTAIRS" "fbodyaccjerk-std()-z" -0.755751144098462
6 "WALKING_DOWNSTAIRS" "fbodyaccmag-mean()" -0.473974924380431
6 "WALKING_DOWNSTAIRS" "fbodyaccmag-std()" -0.570910289993846
6 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmag-mean()" -0.494882316238462
6 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmag-std()" -0.516711262173969
6 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmag-mean()" -0.651886909221538
6 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmag-std()" -0.660175875210246
6 "WALKING_DOWNSTAIRS" "fbodybodygyromag-mean()" -0.579130051151385
6 "WALKING_DOWNSTAIRS" "fbodybodygyromag-std()" -0.657368673849846
6 "WALKING_DOWNSTAIRS" "fbodygyro-mean()-x" -0.537201442069846
6 "WALKING_DOWNSTAIRS" "fbodygyro-mean()-y" -0.621188724858462
6 "WALKING_DOWNSTAIRS" "fbodygyro-mean()-z" -0.507604207506462
6 "WALKING_DOWNSTAIRS" "fbodygyro-std()-x" -0.692862440004
6 "WALKING_DOWNSTAIRS" "fbodygyro-std()-y" -0.633236229753846
6 "WALKING_DOWNSTAIRS" "fbodygyro-std()-z" -0.67302031484
6 "WALKING_DOWNSTAIRS" "tbodyacc-mean()-x" 0.272376614181538
6 "WALKING_DOWNSTAIRS" "tbodyacc-mean()-y" -0.0175697042641846
6 "WALKING_DOWNSTAIRS" "tbodyacc-mean()-z" -0.11599454136
6 "WALKING_DOWNSTAIRS" "tbodyacc-std()-x" -0.505086085072062
6 "WALKING_DOWNSTAIRS" "tbodyacc-std()-y" -0.368403670137262
6 "WALKING_DOWNSTAIRS" "tbodyacc-std()-z" -0.672512004586708
6 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-x" 0.0813833604034769
6 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-y" 0.000479281129661539
6 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-z" -0.00225896302076923
6 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-x" -0.531468310262154
6 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-y" -0.454437496885815
6 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-z" -0.738955207627692
6 "WALKING_DOWNSTAIRS" "tbodyaccjerkmag-mean()" -0.551413652396923
6 "WALKING_DOWNSTAIRS" "tbodyaccjerkmag-std()" -0.502935062310769
6 "WALKING_DOWNSTAIRS" "tbodyaccmag-mean()" -0.464770006998123
6 "WALKING_DOWNSTAIRS" "tbodyaccmag-std()" -0.483790606354154
6 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-x" -0.0433611785374462
6 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-y" -0.0706129097498462
6 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-z" 0.0973130293888923
6 "WALKING_DOWNSTAIRS" "tbodygyro-std()-x" -0.653800660041538
6 "WALKING_DOWNSTAIRS" "tbodygyro-std()-y" -0.626252072652308
6 "WALKING_DOWNSTAIRS" "tbodygyro-std()-z" -0.599910232855692
6 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-x" -0.0829159966093231
6 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-y" -0.0454921005615385
6 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-z" -0.0533610323667692
6 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-x" -0.546009968372308
6 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-y" -0.677635980501539
6 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-z" -0.526908306306892
6 "WALKING_DOWNSTAIRS" "tbodygyrojerkmag-mean()" -0.621936158532308
6 "WALKING_DOWNSTAIRS" "tbodygyrojerkmag-std()" -0.644474485460492
6 "WALKING_DOWNSTAIRS" "tbodygyromag-mean()" -0.549494852037046
6 "WALKING_DOWNSTAIRS" "tbodygyromag-std()" -0.579837818063692
6 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-x" 0.688702063569231
6 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-y" 0.0162055455953846
6 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-z" 0.0475199990906462
6 "WALKING_DOWNSTAIRS" "tgravityacc-std()-x" -0.958898709015385
6 "WALKING_DOWNSTAIRS" "tgravityacc-std()-y" -0.9509348864
6 "WALKING_DOWNSTAIRS" "tgravityacc-std()-z" -0.937910223507692
6 "WALKING_DOWNSTAIRS" "tgravityaccmag-mean()" -0.464770006998123
6 "WALKING_DOWNSTAIRS" "tgravityaccmag-std()" -0.483790606354154
7 "WALKING_DOWNSTAIRS" "fbodyacc-mean()-x" -0.593011288564935
7 "WALKING_DOWNSTAIRS" "fbodyacc-mean()-y" -0.563547785174026
7 "WALKING_DOWNSTAIRS" "fbodyacc-mean()-z" -0.531005941495552
7 "WALKING_DOWNSTAIRS" "fbodyacc-std()-x" -0.572347541484091
7 "WALKING_DOWNSTAIRS" "fbodyacc-std()-y" -0.567046977262987
7 "WALKING_DOWNSTAIRS" "fbodyacc-std()-z" -0.460792123277305
7 "WALKING_DOWNSTAIRS" "fbodyaccjerk-mean()-x" -0.637521940243831
7 "WALKING_DOWNSTAIRS" "fbodyaccjerk-mean()-y" -0.641687333850227
7 "WALKING_DOWNSTAIRS" "fbodyaccjerk-mean()-z" -0.642515716574286
7 "WALKING_DOWNSTAIRS" "fbodyaccjerk-std()-x" -0.626785744584416
7 "WALKING_DOWNSTAIRS" "fbodyaccjerk-std()-y" -0.62853163071948
7 "WALKING_DOWNSTAIRS" "fbodyaccjerk-std()-z" -0.684856438953896
7 "WALKING_DOWNSTAIRS" "fbodyaccmag-mean()" -0.518323878824675
7 "WALKING_DOWNSTAIRS" "fbodyaccmag-std()" -0.583819796092208
7 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmag-mean()" -0.553360009658182
7 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmag-std()" -0.550683254908442
7 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmag-mean()" -0.668879188156396
7 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmag-std()" -0.668963362464935
7 "WALKING_DOWNSTAIRS" "fbodybodygyromag-mean()" -0.628877272791136
7 "WALKING_DOWNSTAIRS" "fbodybodygyromag-std()" -0.650923648207792
7 "WALKING_DOWNSTAIRS" "fbodygyro-mean()-x" -0.643767578493507
7 "WALKING_DOWNSTAIRS" "fbodygyro-mean()-y" -0.630419275006169
7 "WALKING_DOWNSTAIRS" "fbodygyro-mean()-z" -0.655083354905844
7 "WALKING_DOWNSTAIRS" "fbodygyro-std()-x" -0.703883646896104
7 "WALKING_DOWNSTAIRS" "fbodygyro-std()-y" -0.671161922837662
7 "WALKING_DOWNSTAIRS" "fbodygyro-std()-z" -0.698949518905844
7 "WALKING_DOWNSTAIRS" "tbodyacc-mean()-x" 0.270211697814935
7 "WALKING_DOWNSTAIRS" "tbodyacc-mean()-y" -0.0187904887668182
7 "WALKING_DOWNSTAIRS" "tbodyacc-mean()-z" -0.112492375388312
7 "WALKING_DOWNSTAIRS" "tbodyacc-std()-x" -0.577518324748052
7 "WALKING_DOWNSTAIRS" "tbodyacc-std()-y" -0.546403365345779
7 "WALKING_DOWNSTAIRS" "tbodyacc-std()-z" -0.456473642256981
7 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-x" 0.0831829573168831
7 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-y" 0.00760909767418831
7 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-z" -0.00791725696048701
7 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-x" -0.615131377408279
7 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-y" -0.622997416262013
7 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-z" -0.664336860544416
7 "WALKING_DOWNSTAIRS" "tbodyaccjerkmag-mean()" -0.622815767680292
7 "WALKING_DOWNSTAIRS" "tbodyaccjerkmag-std()" -0.550560230585714
7 "WALKING_DOWNSTAIRS" "tbodyaccmag-mean()" -0.511312036747403
7 "WALKING_DOWNSTAIRS" "tbodyaccmag-std()" -0.510669879158539
7 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-x" -0.0518716929407792
7 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-y" -0.0646077113078896
7 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-z" 0.0977671721406169
7 "WALKING_DOWNSTAIRS" "tbodygyro-std()-x" -0.687155474097403
7 "WALKING_DOWNSTAIRS" "tbodygyro-std()-y" -0.652408657909091
7 "WALKING_DOWNSTAIRS" "tbodygyro-std()-z" -0.663340760331169
7 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-x" -0.0942037376182662
7 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-y" -0.0414401406082792
7 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-z" -0.0610307928148701
7 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-x" -0.701731200484416
7 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-y" -0.674920114957468
7 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-z" -0.750808705594156
7 "WALKING_DOWNSTAIRS" "tbodygyrojerkmag-mean()" -0.713191348337662
7 "WALKING_DOWNSTAIRS" "tbodygyrojerkmag-std()" -0.658017844948377
7 "WALKING_DOWNSTAIRS" "tbodygyromag-mean()" -0.581899897967532
7 "WALKING_DOWNSTAIRS" "tbodygyromag-std()" -0.598670795839286
7 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-x" 0.681289120844156
7 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-y" -0.0420221452496753
7 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-z" 0.0342160711928604
7 "WALKING_DOWNSTAIRS" "tgravityacc-std()-x" -0.956538178587662
7 "WALKING_DOWNSTAIRS" "tgravityacc-std()-y" -0.955312554090909
7 "WALKING_DOWNSTAIRS" "tgravityacc-std()-z" -0.923304724090909
7 "WALKING_DOWNSTAIRS" "tgravityaccmag-mean()" -0.511312036747403
7 "WALKING_DOWNSTAIRS" "tgravityaccmag-std()" -0.510669879158539
8 "SITTING" "fbodyacc-mean()-x" -0.504445575653073
8 "SITTING" "fbodyacc-mean()-y" -0.273860298597765
8 "SITTING" "fbodyacc-mean()-z" -0.437275160035196
8 "SITTING" "fbodyacc-std()-x" -0.504753273667598
8 "SITTING" "fbodyacc-std()-y" -0.276741161195531
8 "SITTING" "fbodyacc-std()-z" -0.37644968660838
8 "SITTING" "fbodyaccjerk-mean()-x" -0.509945204702793
8 "SITTING" "fbodyaccjerk-mean()-y" -0.415829212913966
8 "SITTING" "fbodyaccjerk-mean()-z" -0.557209276761452
8 "SITTING" "fbodyaccjerk-std()-x" -0.516777773293296
8 "SITTING" "fbodyaccjerk-std()-y" -0.386874590900559
8 "SITTING" "fbodyaccjerk-std()-z" -0.615102142452514
8 "SITTING" "fbodyaccmag-mean()" -0.427111328334078
8 "SITTING" "fbodyaccmag-std()" -0.59384213912514
8 "SITTING" "fbodybodyaccjerkmag-mean()" -0.442103958836313
8 "SITTING" "fbodybodyaccjerkmag-std()" -0.558810587379888
8 "SITTING" "fbodybodygyrojerkmag-mean()" -0.650017653313408
8 "SITTING" "fbodybodygyrojerkmag-std()" -0.714053548100559
8 "SITTING" "fbodybodygyromag-mean()" -0.549477566316201
8 "SITTING" "fbodybodygyromag-std()" -0.578223176773743
8 "SITTING" "fbodygyro-mean()-x" -0.563925454569832
8 "SITTING" "fbodygyro-mean()-y" -0.490327494200559
8 "SITTING" "fbodygyro-mean()-z" -0.405833691139665
8 "SITTING" "fbodygyro-std()-x" -0.645652378391061
8 "SITTING" "fbodygyro-std()-y" -0.497536296659218
8 "SITTING" "fbodygyro-std()-z" -0.43269229084581
8 "SITTING" "tbodyacc-mean()-x" 0.265556589446927
8 "SITTING" "tbodyacc-mean()-y" -0.0203467625075978
8 "SITTING" "tbodyacc-mean()-z" -0.105083983984358
8 "SITTING" "tbodyacc-std()-x" -0.502699525770391
8 "SITTING" "tbodyacc-std()-y" -0.242994007530726
8 "SITTING" "tbodyacc-std()-z" -0.363216848830168
8 "SITTING" "tbodyaccjerk-mean()-x" 0.0917685399526257
8 "SITTING" "tbodyaccjerk-mean()-y" -0.000987307582614525
8 "SITTING" "tbodyaccjerk-mean()-z" -0.0259521865934078
8 "SITTING" "tbodyaccjerk-std()-x" -0.490335946581006
8 "SITTING" "tbodyaccjerk-std()-y" -0.380892233855866
8 "SITTING" "tbodyaccjerk-std()-z" -0.586457549364246
8 "SITTING" "tbodyaccjerkmag-mean()" -0.443233657336201
8 "SITTING" "tbodyaccjerkmag-std()" -0.488311280762011
8 "SITTING" "tbodyaccmag-mean()" -0.360642734297765
8 "SITTING" "tbodyaccmag-std()" -0.478154547792179
8 "SITTING" "tbodygyro-mean()-x" 0.024738364749162
8 "SITTING" "tbodygyro-mean()-y" -0.103746700655866
8 "SITTING" "tbodygyro-mean()-z" 0.0539935059407821
8 "SITTING" "tbodygyro-std()-x" -0.624493083196648
8 "SITTING" "tbodygyro-std()-y" -0.491024448864804
8 "SITTING" "tbodygyro-std()-z" -0.380733150165363
8 "SITTING" "tbodygyrojerk-mean()-x" -0.105480277744693
8 "SITTING" "tbodygyrojerk-mean()-y" -0.0432248501716201
8 "SITTING" "tbodygyrojerk-mean()-z" -0.056931431927933
8 "SITTING" "tbodygyrojerk-std()-x" -0.65030267946648
8 "SITTING" "tbodygyrojerk-std()-y" -0.621661472464805
8 "SITTING" "tbodygyrojerk-std()-z" -0.635224078368715
8 "SITTING" "tbodygyrojerkmag-mean()" -0.620014686122905
8 "SITTING" "tbodygyrojerkmag-std()" -0.666549346351955
8 "SITTING" "tbodygyromag-mean()" -0.384089748443911
8 "SITTING" "tbodygyromag-std()" -0.514821632079888
8 "SITTING" "tgravityacc-mean()-x" 0.668092950782123
8 "SITTING" "tgravityacc-mean()-y" -0.0520150292813408
8 "SITTING" "tgravityacc-mean()-z" 0.0331423877814525
8 "SITTING" "tgravityacc-std()-x" -0.942988336793296
8 "SITTING" "tgravityacc-std()-y" -0.944310386480447
8 "SITTING" "tgravityacc-std()-z" -0.90610826224581
8 "SITTING" "tgravityaccmag-mean()" -0.360642734297765
8 "SITTING" "tgravityaccmag-std()" -0.478154547792179
8 "WALKING_DOWNSTAIRS" "fbodyacc-mean()-x" -0.717635975238235
8 "WALKING_DOWNSTAIRS" "fbodyacc-mean()-y" -0.552336636519608
8 "WALKING_DOWNSTAIRS" "fbodyacc-mean()-z" -0.750519162588235
8 "WALKING_DOWNSTAIRS" "fbodyacc-std()-x" -0.726771337490196
8 "WALKING_DOWNSTAIRS" "fbodyacc-std()-y" -0.557507814862745
8 "WALKING_DOWNSTAIRS" "fbodyacc-std()-z" -0.753200784692157
8 "WALKING_DOWNSTAIRS" "fbodyaccjerk-mean()-x" -0.734992607029412
8 "WALKING_DOWNSTAIRS" "fbodyaccjerk-mean()-y" -0.636433504543137
8 "WALKING_DOWNSTAIRS" "fbodyaccjerk-mean()-z" -0.797096568
8 "WALKING_DOWNSTAIRS" "fbodyaccjerk-std()-x" -0.742041896980392
8 "WALKING_DOWNSTAIRS" "fbodyaccjerk-std()-y" -0.578323210437255
8 "WALKING_DOWNSTAIRS" "fbodyaccjerk-std()-z" -0.825518178078431
8 "WALKING_DOWNSTAIRS" "fbodyaccmag-mean()" -0.661265500205882
8 "WALKING_DOWNSTAIRS" "fbodyaccmag-std()" -0.753064279735294
8 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmag-mean()" -0.682168739176471
8 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmag-std()" -0.721947141656863
8 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmag-mean()" -0.793654280423529
8 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmag-std()" -0.828833099803922
8 "WALKING_DOWNSTAIRS" "fbodybodygyromag-mean()" -0.71616765577451
8 "WALKING_DOWNSTAIRS" "fbodybodygyromag-std()" -0.739249164401961
8 "WALKING_DOWNSTAIRS" "fbodygyro-mean()-x" -0.667115725517647
8 "WALKING_DOWNSTAIRS" "fbodygyro-mean()-y" -0.726177374313726
8 "WALKING_DOWNSTAIRS" "fbodygyro-mean()-z" -0.73567597586598
8 "WALKING_DOWNSTAIRS" "fbodygyro-std()-x" -0.727260769441176
8 "WALKING_DOWNSTAIRS" "fbodygyro-std()-y" -0.705671882338235
8 "WALKING_DOWNSTAIRS" "fbodygyro-std()-z" -0.766796599313725
8 "WALKING_DOWNSTAIRS" "tbodyacc-mean()-x" 0.279888894852941
8 "WALKING_DOWNSTAIRS" "tbodyacc-mean()-y" -0.014403708822451
8 "WALKING_DOWNSTAIRS" "tbodyacc-mean()-z" -0.109837952176471
8 "WALKING_DOWNSTAIRS" "tbodyacc-std()-x" -0.723806131323529
8 "WALKING_DOWNSTAIRS" "tbodyacc-std()-y" -0.536087268205882
8 "WALKING_DOWNSTAIRS" "tbodyacc-std()-z" -0.738588327088235
8 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-x" 0.0709613313627451
8 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-y" 0.00410267452715686
8 "WALKING_DOWNSTAIRS" "tbodyaccjerk-mean()-z" -0.00865086426392157
8 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-x" -0.726312934619608
8 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-y" -0.595313667764706
8 "WALKING_DOWNSTAIRS" "tbodyaccjerk-std()-z" -0.812081913529412
8 "WALKING_DOWNSTAIRS" "tbodyaccjerkmag-mean()" -0.693970947105882
8 "WALKING_DOWNSTAIRS" "tbodyaccjerkmag-std()" -0.698126595419608
8 "WALKING_DOWNSTAIRS" "tbodyaccmag-mean()" -0.657841168134314
8 "WALKING_DOWNSTAIRS" "tbodyaccmag-std()" -0.687208716852941
8 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-x" -0.0335218219517647
8 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-y" -0.0688443220154902
8 "WALKING_DOWNSTAIRS" "tbodygyro-mean()-z" 0.0817994345244118
8 "WALKING_DOWNSTAIRS" "tbodygyro-std()-x" -0.711895541068627
8 "WALKING_DOWNSTAIRS" "tbodygyro-std()-y" -0.71118736525098
8 "WALKING_DOWNSTAIRS" "tbodygyro-std()-z" -0.740685576490196
8 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-x" -0.104074113676471
8 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-y" -0.0345947722803922
8 "WALKING_DOWNSTAIRS" "tbodygyrojerk-mean()-z" -0.0606706132745098
8 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-x" -0.718298543676471
8 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-y" -0.790882586666667
8 "WALKING_DOWNSTAIRS" "tbodygyrojerk-std()-z" -0.802573968284314
8 "WALKING_DOWNSTAIRS" "tbodygyrojerkmag-mean()" -0.767707293078431
8 "WALKING_DOWNSTAIRS" "tbodygyrojerkmag-std()" -0.802335816990196
8 "WALKING_DOWNSTAIRS" "tbodygyromag-mean()" -0.637885629840196
8 "WALKING_DOWNSTAIRS" "tbodygyromag-std()" -0.698301555280392
8 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-x" 0.61135636372549
8 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-y" 0.174812965882353
8 "WALKING_DOWNSTAIRS" "tgravityacc-mean()-z" 0.172297590376696
8 "WALKING_DOWNSTAIRS" "tgravityacc-std()-x" -0.974031479117647
8 "WALKING_DOWNSTAIRS" "tgravityacc-std()-y" -0.955704837284314
8 "WALKING_DOWNSTAIRS" "tgravityacc-std()-z" -0.953141054215686
8 "WALKING_DOWNSTAIRS" "tgravityaccmag-mean()" -0.657841168134314
8 "WALKING_DOWNSTAIRS" "tgravityaccmag-std()" -0.687208716852941
9 "WALKING" "fbodyacc-mean()-x" -0.579258404408681
9 "WALKING" "fbodyacc-mean()-y" -0.610267804090278
9 "WALKING" "fbodyacc-mean()-z" -0.592119122804271
9 "WALKING" "fbodyacc-std()-x" -0.547995744907986
9 "WALKING" "fbodyacc-std()-y" -0.586766083232639
9 "WALKING" "fbodyacc-std()-z" -0.501074006965903
9 "WALKING" "fbodyaccjerk-mean()-x" -0.621377141312847
9 "WALKING" "fbodyaccjerk-mean()-y" -0.699766614569444
9 "WALKING" "fbodyaccjerk-mean()-z" -0.702931927996528
9 "WALKING" "fbodyaccjerk-std()-x" -0.572819893733993
9 "WALKING" "fbodyaccjerk-std()-y" -0.679065855003472
9 "WALKING" "fbodyaccjerk-std()-z" -0.739139922708333
9 "WALKING" "fbodyaccmag-mean()" -0.553186448295139
9 "WALKING" "fbodyaccmag-std()" -0.624456827182986
9 "WALKING" "fbodybodyaccjerkmag-mean()" -0.609193721940625
9 "WALKING" "fbodybodyaccjerkmag-std()" -0.611619343190972
9 "WALKING" "fbodybodygyrojerkmag-mean()" -0.786473954201389
9 "WALKING" "fbodybodygyrojerkmag-std()" -0.801296292638889
9 "WALKING" "fbodybodygyromag-mean()" -0.700863097986111
9 "WALKING" "fbodybodygyromag-std()" -0.697729432621528
9 "WALKING" "fbodygyro-mean()-x" -0.639863219559028
9 "WALKING" "fbodygyro-mean()-y" -0.683924287600694
9 "WALKING" "fbodygyro-mean()-z" -0.612680463163889
9 "WALKING" "fbodygyro-std()-x" -0.690689895534722
9 "WALKING" "fbodygyro-std()-y" -0.667203220760417
9 "WALKING" "fbodygyro-std()-z" -0.619468634127778
9 "WALKING" "tbodyacc-mean()-x" 0.270313841621528
9 "WALKING" "tbodyacc-mean()-y" -0.0209466555412396
9 "WALKING" "tbodyacc-mean()-z" -0.101233826213889
9 "WALKING" "tbodyacc-std()-x" -0.555656544538194
9 "WALKING" "tbodyacc-std()-y" -0.5758878952125
9 "WALKING" "tbodyacc-std()-z" -0.506111776081806
9 "WALKING" "tbodyaccjerk-mean()-x" 0.0840171430291667
9 "WALKING" "tbodyaccjerk-mean()-y" 0.00678485848399306
9 "WALKING" "tbodyaccjerk-mean()-z" -0.00102998088194444
9 "WALKING" "tbodyaccjerk-std()-x" -0.578305161360069
9 "WALKING" "tbodyaccjerk-std()-y" -0.678923872274306
9 "WALKING" "tbodyaccjerk-std()-z" -0.721610094569444
9 "WALKING" "tbodyaccjerkmag-mean()" -0.621608245092361
9 "WALKING" "tbodyaccjerkmag-std()" -0.608862145384722
9 "WALKING" "tbodyaccmag-mean()" -0.505183470509188
9 "WALKING" "tbodyaccmag-std()" -0.553038255314792
9 "WALKING" "tbodygyro-mean()-x" -0.0701318154561458
9 "WALKING" "tbodygyro-mean()-y" -0.0729884312991667
9 "WALKING" "tbodygyro-mean()-z" 0.109092913237986
9 "WALKING" "tbodygyro-std()-x" -0.676452392569444
9 "WALKING" "tbodygyro-std()-y" -0.670498220701389
9 "WALKING" "tbodygyro-std()-z" -0.587557692291458
9 "WALKING" "tbodygyrojerk-mean()-x" -0.0892254930640278
9 "WALKING" "tbodygyrojerk-mean()-y" -0.0397344421815972
9 "WALKING" "tbodygyrojerk-mean()-z" -0.053402884281875
9 "WALKING" "tbodygyrojerk-std()-x" -0.7617108665625
9 "WALKING" "tbodygyrojerk-std()-y" -0.773273878854167
9 "WALKING" "tbodygyrojerk-std()-z" -0.744656038298611
9 "WALKING" "tbodygyrojerkmag-mean()" -0.7629795809375
9 "WALKING" "tbodygyrojerkmag-std()" -0.786176892048611
9 "WALKING" "tbodygyromag-mean()" -0.550201866572569
9 "WALKING" "tbodygyromag-std()" -0.663198385034722
